date,fuel_type,pump_price,duty_rate,vat_rate
2007-12-10,diesel,107.47,50.35,17.5
2007-12-10,petrol,102.67,50.35,17.5
2007-12-17,diesel,107.56,50.35,17.5
2007-12-17,petrol,102.6,50.35,17.5
2007-12-24,diesel,107.5,50.35,17.5
2007-12-24,petrol,102.53,50.35,17.5
2007-12-31,diesel,107.61,50.35,17.5
2007-12-31,petrol,102.66,50.35,17.5
2008-01-07,diesel,108.29,50.35,17.5
2008-01-07,petrol,103.37,50.35,17.5
2008-01-14,diesel,108.77,50.35,17.5
2008-01-14,petrol,103.82,50.35,17.5
2008-01-21,diesel,109.09,50.35,17.5
2008-01-21,petrol,104.22,50.35,17.5
2008-01-28,diesel,109.11,50.35,17.5
2008-01-28,petrol,104.22,50.35,17.5
2008-02-04,diesel,108.99,50.35,17.5
2008-02-04,petrol,104.03,50.35,17.5
2008-02-11,diesel,108.86,50.35,17.5
2008-02-11,petrol,103.67,50.35,17.5
2008-02-18,diesel,108.99,50.35,17.5
2008-02-18,petrol,103.7,50.35,17.5
2008-02-25,diesel,110.21,50.35,17.5
2008-02-25,petrol,104.65,50.35,17.5
2008-03-03,diesel,110.9,50.35,17.5
2008-03-03,petrol,105.24,50.35,17.5
2008-03-10,diesel,112.23,50.35,17.5
2008-03-10,petrol,105.96,50.35,17.5
2008-03-17,diesel,113.08,50.35,17.5
2008-03-17,petrol,106.41,50.35,17.5
2008-03-24,diesel,114.4,50.35,17.5
2008-03-24,petrol,106.9,50.35,17.5
2008-03-31,diesel,114.79,50.35,17.5
2008-03-31,petrol,107.1,50.35,17.5
2008-04-07,diesel,115.47,50.35,17.5
2008-04-07,petrol,107.24,50.35,17.5
2008-04-14,diesel,116.51,50.35,17.5
2008-04-14,petrol,107.61,50.35,17.5
2008-04-21,diesel,118.06,50.35,17.5
2008-04-21,petrol,108.57,50.35,17.5
2008-04-28,diesel,119.1,50.35,17.5
2008-04-28,petrol,109.5,50.35,17.5
2008-05-05,diesel,120.37,50.35,17.5
2008-05-05,petrol,110.3,50.35,17.5
2008-05-12,diesel,121.49,50.35,17.5
2008-05-12,petrol,111.04,50.35,17.5
2008-05-19,diesel,124.5,50.35,17.5
2008-05-19,petrol,112.96,50.35,17.5
2008-05-26,diesel,127.21,50.35,17.5
2008-05-26,petrol,114.79,50.35,17.5
2008-06-02,diesel,128.82,50.35,17.5
2008-06-02,petrol,116.03,50.35,17.5
2008-06-09,diesel,129.68,50.35,17.5
2008-06-09,petrol,116.86,50.35,17.5
2008-06-16,diesel,130.66,50.35,17.5
2008-06-16,petrol,117.69,50.35,17.5
2008-06-23,diesel,131.45,50.35,17.5
2008-06-23,petrol,118.44,50.35,17.5
2008-06-30,diesel,132.03,50.35,17.5
2008-06-30,petrol,118.84,50.35,17.5
2008-07-07,diesel,132.55,50.35,17.5
2008-07-07,petrol,119.28,50.35,17.5
2008-07-14,diesel,132.87,50.35,17.5
2008-07-14,petrol,119.44,50.35,17.5
2008-07-21,diesel,132.89,50.35,17.5
2008-07-21,petrol,119.4,50.35,17.5
2008-07-28,diesel,130.71,50.35,17.5
2008-07-28,petrol,116.91,50.35,17.5
2008-08-04,diesel,128.19,50.35,17.5
2008-08-04,petrol,115.06,50.35,17.5
2008-08-11,diesel,126.2,50.35,17.5
2008-08-11,petrol,113.92,50.35,17.5
2008-08-18,diesel,124.1,50.35,17.5
2008-08-18,petrol,112.22,50.35,17.5
2008-08-25,diesel,123.74,50.35,17.5
2008-08-25,petrol,112.02,50.35,17.5
2008-09-01,diesel,123.89,50.35,17.5
2008-09-01,petrol,112.2,50.35,17.5
2008-09-08,diesel,124.2,50.35,17.5
2008-09-08,petrol,112.55,50.35,17.5
2008-09-15,diesel,124.14,50.35,17.5
2008-09-15,petrol,112.51,50.35,17.5
2008-09-22,diesel,122.61,50.35,17.5
2008-09-22,petrol,110.81,50.35,17.5
2008-09-29,diesel,121.65,50.35,17.5
2008-09-29,petrol,109.85,50.35,17.5
2008-10-06,diesel,121.14,50.35,17.5
2008-10-06,petrol,109.45,50.35,17.5
2008-10-13,diesel,118.42,50.35,17.5
2008-10-13,petrol,107.04,50.35,17.5
2008-10-20,diesel,114.31,50.35,17.5
2008-10-20,petrol,102.66,50.35,17.5
2008-10-27,diesel,111.01,50.35,17.5
2008-10-27,petrol,98.62,50.35,17.5
2008-11-03,diesel,109.87,50.35,17.5
2008-11-03,petrol,97.4,50.35,17.5
2008-11-10,diesel,109.13,50.35,17.5
2008-11-10,petrol,95.89,50.35,17.5
2008-11-17,diesel,108.73,50.35,17.5
2008-11-17,petrol,94.83,50.35,17.5
2008-11-24,diesel,107.78,50.35,17.5
2008-11-24,petrol,92.79,50.35,17.5
2008-12-01,diesel,106.56,52.35,15.0
2008-12-01,petrol,91.47,52.35,15.0
2008-12-08,diesel,104.87,52.35,15.0
2008-12-08,petrol,90.16,52.35,15.0
2008-12-15,diesel,101.24,52.35,15.0
2008-12-15,petrol,89.07,52.35,15.0
2008-12-22,diesel,99.94,52.35,15.0
2008-12-22,petrol,88.01,52.35,15.0
2008-12-29,diesel,99.17,52.35,15.0
2008-12-29,petrol,87.34,52.35,15.0
2009-01-05,diesel,97.57,52.35,15.0
2009-01-05,petrol,85.42,52.35,15.0
2009-01-12,diesel,98.32,52.35,15.0
2009-01-12,petrol,86.02,52.35,15.0
2009-01-19,diesel,98.45,52.35,15.0
2009-01-19,petrol,86.19,52.35,15.0
2009-01-26,diesel,99.39,52.35,15.0
2009-01-26,petrol,87.42,52.35,15.0
2009-02-02,diesel,99.82,52.35,15.0
2009-02-02,petrol,88.16,52.35,15.0
2009-02-09,diesel,100.31,52.35,15.0
2009-02-09,petrol,89.28,52.35,15.0
2009-02-16,diesel,100.86,52.35,15.0
2009-02-16,petrol,90.12,52.35,15.0
2009-02-23,diesel,100.81,52.35,15.0
2009-02-23,petrol,90.33,52.35,15.0
2009-03-02,diesel,100.64,52.35,15.0
2009-03-02,petrol,90.28,52.35,15.0
2009-03-09,diesel,100.03,52.35,15.0
2009-03-09,petrol,90.15,52.35,15.0
2009-03-16,diesel,100.0,52.35,15.0
2009-03-16,petrol,90.16,52.35,15.0
2009-03-23,diesel,99.52,52.35,15.0
2009-03-23,petrol,90.16,52.35,15.0
2009-03-30,diesel,99.98,52.35,15.0
2009-03-30,petrol,91.35,52.35,15.0
2009-04-06,diesel,102.14,54.19,15.0
2009-04-06,petrol,93.72,54.19,15.0
2009-04-13,diesel,102.44,54.19,15.0
2009-04-13,petrol,94.11,54.19,15.0
2009-04-20,diesel,102.71,54.19,15.0
2009-04-20,petrol,94.62,54.19,15.0
2009-04-27,diesel,102.83,54.19,15.0
2009-04-27,petrol,95.13,54.19,15.0
2009-05-04,diesel,102.8,54.19,15.0
2009-05-04,petrol,95.6,54.19,15.0
2009-05-11,diesel,103.1,54.19,15.0
2009-05-11,petrol,96.59,54.19,15.0
2009-05-18,diesel,103.37,54.19,15.0
2009-05-18,petrol,97.54,54.19,15.0
2009-05-25,diesel,103.55,54.19,15.0
2009-05-25,petrol,98.9,54.19,15.0
2009-06-01,diesel,103.55,54.19,15.0
2009-06-01,petrol,99.39,54.19,15.0
2009-06-08,diesel,103.78,54.19,15.0
2009-06-08,petrol,100.59,54.19,15.0
2009-06-15,diesel,104.5,54.19,15.0
2009-06-15,petrol,101.98,54.19,15.0
2009-06-22,diesel,104.92,54.19,15.0
2009-06-22,petrol,102.81,54.19,15.0
2009-06-29,diesel,105.05,54.19,15.0
2009-06-29,petrol,103.3,54.19,15.0
2009-07-06,diesel,105.11,54.19,15.0
2009-07-06,petrol,103.57,54.19,15.0
2009-07-13,diesel,104.04,54.19,15.0
2009-07-13,petrol,102.78,54.19,15.0
2009-07-20,diesel,102.99,54.19,15.0
2009-07-20,petrol,102.22,54.19,15.0
2009-07-27,diesel,102.91,54.19,15.0
2009-07-27,petrol,102.17,54.19,15.0
2009-08-03,diesel,103.2,54.19,15.0
2009-08-03,petrol,102.36,54.19,15.0
2009-08-10,diesel,103.79,54.19,15.0
2009-08-10,petrol,103.01,54.19,15.0
2009-08-17,diesel,104.45,54.19,15.0
2009-08-17,petrol,103.96,54.19,15.0
2009-08-24,diesel,105.11,54.19,15.0
2009-08-24,petrol,104.7,54.19,15.0
2009-08-31,diesel,105.5,54.19,15.0
2009-08-31,petrol,105.11,54.19,15.0
2009-09-07,diesel,107.3,56.19,15.0
2009-09-07,petrol,106.85,56.19,15.0
2009-09-14,diesel,107.09,56.19,15.0
2009-09-14,petrol,106.43,56.19,15.0
2009-09-21,diesel,106.79,56.19,15.0
2009-09-21,petrol,105.96,56.19,15.0
2009-09-28,diesel,106.39,56.19,15.0
2009-09-28,petrol,105.44,56.19,15.0
2009-10-05,diesel,105.85,56.19,15.0
2009-10-05,petrol,104.87,56.19,15.0
2009-10-12,diesel,105.69,56.19,15.0
2009-10-12,petrol,104.71,56.19,15.0
2009-10-19,diesel,106.28,56.19,15.0
2009-10-19,petrol,105.08,56.19,15.0
2009-10-26,diesel,107.78,56.19,15.0
2009-10-26,petrol,106.76,56.19,15.0
2009-11-02,diesel,108.51,56.19,15.0
2009-11-02,petrol,107.43,56.19,15.0
2009-11-09,diesel,109.35,56.19,15.0
2009-11-09,petrol,108.1,56.19,15.0
2009-11-16,diesel,109.65,56.19,15.0
2009-11-16,petrol,108.48,56.19,15.0
2009-11-23,diesel,109.87,56.19,15.0
2009-11-23,petrol,108.73,56.19,15.0
2009-11-30,diesel,109.99,56.19,15.0
2009-11-30,petrol,108.79,56.19,15.0
2009-12-07,diesel,109.87,56.19,15.0
2009-12-07,petrol,108.64,56.19,15.0
2009-12-14,diesel,109.57,56.19,15.0
2009-12-14,petrol,108.5,56.19,15.0
2009-12-21,diesel,109.13,56.19,15.0
2009-12-21,petrol,107.47,56.19,15.0
2009-12-28,diesel,109.17,56.19,15.0
2009-12-28,petrol,107.44,56.19,15.0
2010-01-04,diesel,111.08,56.19,17.5
2010-01-04,petrol,109.34,56.19,17.5
2010-01-11,diesel,112.59,56.19,17.5
2010-01-11,petrol,110.72,56.19,17.5
2010-01-18,diesel,113.39,56.19,17.5
2010-01-18,petrol,111.6,56.19,17.5
2010-01-25,diesel,113.71,56.19,17.5
2010-01-25,petrol,111.87,56.19,17.5
2010-02-01,diesel,113.75,56.19,17.5
2010-02-01,petrol,111.91,56.19,17.5
2010-02-08,diesel,113.79,56.19,17.5
2010-02-08,petrol,111.95,56.19,17.5
2010-02-15,diesel,113.68,56.19,17.5
2010-02-15,petrol,111.89,56.19,17.5
2010-02-22,diesel,112.76,56.19,17.5
2010-02-22,petrol,111.56,56.19,17.5
2010-03-01,diesel,113.41,56.19,17.5
2010-03-01,petrol,112.42,56.19,17.5
2010-03-08,diesel,114.68,56.19,17.5
2010-03-08,petrol,113.71,56.19,17.5
2010-03-15,diesel,116.21,56.19,17.5
2010-03-15,petrol,115.46,56.19,17.5
2010-03-22,diesel,117.28,56.19,17.5
2010-03-22,petrol,116.59,56.19,17.5
2010-03-29,diesel,118.21,56.19,17.5
2010-03-29,petrol,117.28,56.19,17.5
2010-04-05,diesel,120.09,57.19,17.5
2010-04-05,petrol,119.29,57.19,17.5
2010-04-12,diesel,121.11,57.19,17.5
2010-04-12,petrol,119.94,57.19,17.5
2010-04-19,diesel,121.74,57.19,17.5
2010-04-19,petrol,120.55,57.19,17.5
2010-04-26,diesel,122.31,57.19,17.5
2010-04-26,petrol,120.99,57.19,17.5
2010-05-03,diesel,122.68,57.19,17.5
2010-05-03,petrol,121.18,57.19,17.5
2010-05-10,diesel,122.82,57.19,17.5
2010-05-10,petrol,121.31,57.19,17.5
2010-05-17,diesel,122.83,57.19,17.5
2010-05-17,petrol,121.3,57.19,17.5
2010-05-24,diesel,121.92,57.19,17.5
2010-05-24,petrol,119.93,57.19,17.5
2010-05-31,diesel,120.76,57.19,17.5
2010-05-31,petrol,118.54,57.19,17.5
2010-06-07,diesel,120.4,57.19,17.5
2010-06-07,petrol,118.2,57.19,17.5
2010-06-14,diesel,120.21,57.19,17.5
2010-06-14,petrol,117.87,57.19,17.5
2010-06-21,diesel,120.39,57.19,17.5
2010-06-21,petrol,117.8,57.19,17.5
2010-06-28,diesel,120.38,57.19,17.5
2010-06-28,petrol,117.88,57.19,17.5
2010-07-05,diesel,120.44,57.19,17.5
2010-07-05,petrol,117.91,57.19,17.5
2010-07-12,diesel,119.78,57.19,17.5
2010-07-12,petrol,117.39,57.19,17.5
2010-07-19,diesel,119.24,57.19,17.5
2010-07-19,petrol,116.85,57.19,17.5
2010-07-26,diesel,119.03,57.19,17.5
2010-07-26,petrol,116.61,57.19,17.5
2010-08-02,diesel,119.03,57.19,17.5
2010-08-02,petrol,116.51,57.19,17.5
2010-08-09,diesel,118.94,57.19,17.5
2010-08-09,petrol,116.35,57.19,17.5
2010-08-16,diesel,118.79,57.19,17.5
2010-08-16,petrol,116.34,57.19,17.5
2010-08-23,diesel,117.9,57.19,17.5
2010-08-23,petrol,115.64,57.19,17.5
2010-08-30,diesel,117.37,57.19,17.5
2010-08-30,petrol,114.98,57.19,17.5
2010-09-06,diesel,117.09,57.19,17.5
2010-09-06,petrol,114.59,57.19,17.5
2010-09-13,diesel,117.17,57.19,17.5
2010-09-13,petrol,114.66,57.19,17.5
2010-09-20,diesel,117.72,57.19,17.5
2010-09-20,petrol,115.06,57.19,17.5
2010-09-27,diesel,118.11,57.19,17.5
2010-09-27,petrol,115.39,57.19,17.5
2010-10-04,diesel,118.97,58.19,17.5
2010-10-04,petrol,116.01,58.19,17.5
2010-10-11,diesel,119.77,58.19,17.5
2010-10-11,petrol,116.78,58.19,17.5
2010-10-18,diesel,120.6,58.19,17.5
2010-10-18,petrol,117.28,58.19,17.5
2010-10-25,diesel,121.17,58.19,17.5
2010-10-25,petrol,117.74,58.19,17.5
2010-11-01,diesel,121.66,58.19,17.5
2010-11-01,petrol,118.18,58.19,17.5
2010-11-08,diesel,122.19,58.19,17.5
2010-11-08,petrol,118.67,58.19,17.5
2010-11-15,diesel,122.51,58.19,17.5
2010-11-15,petrol,118.8,58.19,17.5
2010-11-22,diesel,122.74,58.19,17.5
2010-11-22,petrol,118.99,58.19,17.5
2010-11-29,diesel,123.2,58.19,17.5
2010-11-29,petrol,119.21,58.19,17.5
2010-12-06,diesel,124.62,58.19,17.5
2010-12-06,petrol,120.54,58.19,17.5
2010-12-13,diesel,125.77,58.19,17.5
2010-12-13,petrol,121.68,58.19,17.5
2010-12-20,diesel,126.52,58.19,17.5
2010-12-20,petrol,122.31,58.19,17.5
2010-12-27,diesel,127.68,58.19,17.5
2010-12-27,petrol,123.44,58.19,17.5
2011-01-03,diesel,129.11,58.95,17.5
2011-01-03,petrol,124.85,58.95,17.5
2011-01-10,diesel,131.6,58.95,20.0
2011-01-10,petrol,127.4,58.95,20.0
2011-01-17,diesel,132.33,58.95,20.0
2011-01-17,petrol,127.87,58.95,20.0
2011-01-24,diesel,133.0,58.95,20.0
2011-01-24,petrol,128.35,58.95,20.0
2011-01-31,diesel,133.25,58.95,20.0
2011-01-31,petrol,128.55,58.95,20.0
2011-02-07,diesel,133.47,58.95,20.0
2011-02-07,petrol,128.64,58.95,20.0
2011-02-14,diesel,133.71,58.95,20.0
2011-02-14,petrol,128.73,58.95,20.0
2011-02-21,diesel,134.04,58.95,20.0
2011-02-21,petrol,128.92,58.95,20.0
2011-02-28,diesel,135.06,58.95,20.0
2011-02-28,petrol,129.72,58.95,20.0
2011-03-07,diesel,136.9,58.95,20.0
2011-03-07,petrol,131.28,58.95,20.0
2011-03-14,diesel,138.25,58.95,20.0
2011-03-14,petrol,132.18,58.95,20.0
2011-03-21,diesel,139.53,58.95,20.0
2011-03-21,petrol,133.11,58.95,20.0
2011-03-28,diesel,139.04,57.95,20.0
2011-03-28,petrol,132.44,57.95,20.0
2011-04-04,diesel,139.46,57.95,20.0
2011-04-04,petrol,132.81,57.95,20.0
2011-04-11,diesel,140.33,57.95,20.0
2011-04-11,petrol,133.68,57.95,20.0
2011-04-18,diesel,141.34,57.95,20.0
2011-04-18,petrol,135.06,57.95,20.0
2011-04-25,diesel,142.11,57.95,20.0
2011-04-25,petrol,135.62,57.95,20.0
2011-05-02,diesel,142.53,57.95,20.0
2011-05-02,petrol,136.29,57.95,20.0
2011-05-09,diesel,143.06,57.95,20.0
2011-05-09,petrol,137.05,57.95,20.0
2011-05-16,diesel,141.5,57.95,20.0
2011-05-16,petrol,136.4,57.95,20.0
2011-05-23,diesel,140.77,57.95,20.0
2011-05-23,petrol,136.11,57.95,20.0
2011-05-30,diesel,139.81,57.95,20.0
2011-05-30,petrol,135.57,57.95,20.0
2011-06-06,diesel,139.58,57.95,20.0
2011-06-06,petrol,135.62,57.95,20.0
2011-06-13,diesel,139.77,57.95,20.0
2011-06-13,petrol,135.86,57.95,20.0
2011-06-20,diesel,140.05,57.95,20.0
2011-06-20,petrol,136.03,57.95,20.0
2011-06-27,diesel,138.77,57.95,20.0
2011-06-27,petrol,134.86,57.95,20.0
2011-07-04,diesel,137.7,57.95,20.0
2011-07-04,petrol,133.43,57.95,20.0
2011-07-11,diesel,138.4,57.95,20.0
2011-07-11,petrol,134.18,57.95,20.0
2011-07-18,diesel,139.36,57.95,20.0
2011-07-18,petrol,134.97,57.95,20.0
2011-07-25,diesel,139.95,57.95,20.0
2011-07-25,petrol,135.66,57.95,20.0
2011-08-01,diesel,140.55,57.95,20.0
2011-08-01,petrol,136.07,57.95,20.0
2011-08-08,diesel,140.84,57.95,20.0
2011-08-08,petrol,136.46,57.95,20.0
2011-08-15,diesel,140.36,57.95,20.0
2011-08-15,petrol,135.95,57.95,20.0
2011-08-22,diesel,139.04,57.95,20.0
2011-08-22,petrol,134.56,57.95,20.0
2011-08-29,diesel,138.72,57.95,20.0
2011-08-29,petrol,134.32,57.95,20.0
2011-09-05,diesel,138.96,57.95,20.0
2011-09-05,petrol,134.62,57.95,20.0
2011-09-12,diesel,139.4,57.95,20.0
2011-09-12,petrol,135.0,57.95,20.0
2011-09-19,diesel,139.86,57.95,20.0
2011-09-19,petrol,135.4,57.95,20.0
2011-09-26,diesel,140.14,57.95,20.0
2011-09-26,petrol,135.65,57.95,20.0
2011-10-03,diesel,139.77,57.95,20.0
2011-10-03,petrol,135.02,57.95,20.0
2011-10-10,diesel,139.52,57.95,20.0
2011-10-10,petrol,134.47,57.95,20.0
2011-10-17,diesel,139.73,57.95,20.0
2011-10-17,petrol,134.49,57.95,20.0
2011-10-24,diesel,140.19,57.95,20.0
2011-10-24,petrol,134.66,57.95,20.0
2011-10-31,diesel,140.27,57.95,20.0
2011-10-31,petrol,134.73,57.95,20.0
2011-11-07,diesel,140.42,57.95,20.0
2011-11-07,petrol,134.41,57.95,20.0
2011-11-14,diesel,140.53,57.95,20.0
2011-11-14,petrol,133.68,57.95,20.0
2011-11-21,diesel,141.06,57.95,20.0
2011-11-21,petrol,133.38,57.95,20.0
2011-11-28,diesel,141.1,57.95,20.0
2011-11-28,petrol,133.17,57.95,20.0
2011-12-05,diesel,140.99,57.95,20.0
2011-12-05,petrol,132.78,57.95,20.0
2011-12-12,diesel,140.95,57.95,20.0
2011-12-12,petrol,132.53,57.95,20.0
2011-12-19,diesel,140.93,57.95,20.0
2011-12-19,petrol,132.49,57.95,20.0
2011-12-26,diesel,140.77,57.95,20.0
2011-12-26,petrol,132.41,57.95,20.0
2012-01-02,diesel,140.84,57.95,20.0
2012-01-02,petrol,132.4,57.95,20.0
2012-01-09,diesel,141.0,57.95,20.0
2012-01-09,petrol,132.68,57.95,20.0
2012-01-16,diesel,141.69,57.95,20.0
2012-01-16,petrol,133.29,57.95,20.0
2012-01-23,diesel,142.06,57.95,20.0
2012-01-23,petrol,133.72,57.95,20.0
2012-01-30,diesel,142.45,57.95,20.0
2012-01-30,petrol,134.1,57.95,20.0
2012-02-06,diesel,142.24,57.95,20.0
2012-02-06,petrol,134.25,57.95,20.0
2012-02-13,diesel,142.83,57.95,20.0
2012-02-13,petrol,134.9,57.95,20.0
2012-02-20,diesel,143.15,57.95,20.0
2012-02-20,petrol,135.21,57.95,20.0
2012-02-27,diesel,143.92,57.95,20.0
2012-02-27,petrol,136.21,57.95,20.0
2012-03-05,diesel,144.71,57.95,20.0
2012-03-05,petrol,137.3,57.95,20.0
2012-03-12,diesel,145.15,57.95,20.0
2012-03-12,petrol,137.9,57.95,20.0
2012-03-19,diesel,146.16,57.95,20.0
2012-03-19,petrol,138.96,57.95,20.0
2012-03-26,diesel,146.56,57.95,20.0
2012-03-26,petrol,139.48,57.95,20.0
