date,fuel_type,pump_price,duty_rate,vat_rate
2016-07-18,petrol,111.92,57.95,20.0
2016-07-25,diesel,112.89,57.95,20.0
2016-07-25,petrol,111.69,57.95,20.0
2016-08-01,diesel,112.43,57.95,20.0
2016-08-01,petrol,111.05,57.95,20.0
2016-08-08,diesel,111.4,57.95,20.0
2016-08-08,petrol,109.75,57.95,20.0
2016-08-15,diesel,111.02,57.95,20.0
2016-08-15,petrol,109.28,57.95,20.0
2016-08-22,diesel,111.71,57.95,20.0
2016-08-22,petrol,109.63,57.95,20.0
2016-08-29,diesel,112.55,57.95,20.0
2016-08-29,petrol,110.43,57.95,20.0
2016-09-05,diesel,113.1,57.95,20.0
2016-09-05,petrol,110.97,57.95,20.0
2016-09-12,diesel,113.42,57.95,20.0
2016-09-12,petrol,111.31,57.95,20.0
2016-09-19,diesel,113.23,57.95,20.0
2016-09-19,petrol,111.29,57.95,20.0
2016-09-26,diesel,113.38,57.95,20.0
2016-09-26,petrol,111.36,57.95,20.0
2016-10-03,diesel,113.71,57.95,20.0
2016-10-03,petrol,111.65,57.95,20.0
2016-10-10,diesel,114.4,57.95,20.0
2016-10-10,petrol,112.35,57.95,20.0
2016-10-17,diesel,116.0,57.95,20.0
2016-10-17,petrol,113.72,57.95,20.0
2016-10-24,diesel,117.7,57.95,20.0
2016-10-24,petrol,115.2,57.95,20.0
2016-10-31,diesel,118.42,57.95,20.0
2016-10-31,petrol,116.02,57.95,20.0
2016-11-07,diesel,119.03,57.95,20.0
2016-11-07,petrol,116.56,57.95,20.0
2016-11-14,diesel,118.82,57.95,20.0
2016-11-14,petrol,116.5,57.95,20.0
2016-11-21,diesel,117.42,57.95,20.0
2016-11-21,petrol,114.71,57.95,20.0
2016-11-28,diesel,116.57,57.95,20.0
2016-11-28,petrol,113.72,57.95,20.0
2016-12-05,diesel,116.75,57.95,20.0
2016-12-05,petrol,113.66,57.95,20.0
2016-12-12,diesel,117.51,57.95,20.0
2016-12-12,petrol,114.23,57.95,20.0
2016-12-19,diesel,118.61,57.95,20.0
2016-12-19,petrol,115.0,57.95,20.0
2016-12-26,diesel,119.03,57.95,20.0
2016-12-26,petrol,115.45,57.95,20.0
2017-01-02,diesel,120.03,57.95,20.0
2017-01-02,petrol,117.0,57.95,20.0
2017-01-09,diesel,121.3,57.95,20.0
2017-01-09,petrol,117.98,57.95,20.0
2017-01-16,diesel,122.1,57.95,20.0
2017-01-16,petrol,118.63,57.95,20.0
2017-01-23,diesel,122.75,57.95,20.0
2017-01-23,petrol,119.43,57.95,20.0
2017-01-30,diesel,123.19,57.95,20.0
2017-01-30,petrol,120.01,57.95,20.0
2017-02-06,diesel,123.25,57.95,20.0
2017-02-06,petrol,120.18,57.95,20.0
2017-02-13,diesel,123.17,57.95,20.0
2017-02-13,petrol,120.15,57.95,20.0
2017-02-20,diesel,123.15,57.95,20.0
2017-02-20,petrol,120.2,57.95,20.0
2017-02-27,diesel,123.06,57.95,20.0
2017-02-27,petrol,120.12,57.95,20.0
2017-03-06,diesel,122.9,57.95,20.0
2017-03-06,petrol,120.02,57.95,20.0
2017-03-13,diesel,122.77,57.95,20.0
2017-03-13,petrol,119.8,57.95,20.0
2017-03-20,diesel,121.84,57.95,20.0
2017-03-20,petrol,118.95,57.95,20.0
2017-03-27,diesel,121.08,57.95,20.0
2017-03-27,petrol,118.03,57.95,20.0
2017-04-03,diesel,119.92,57.95,20.0
2017-04-03,petrol,116.93,57.95,20.0
2017-04-10,diesel,119.98,57.95,20.0
2017-04-10,petrol,117.02,57.95,20.0
2017-04-17,diesel,120.36,57.95,20.0
2017-04-17,petrol,117.54,57.95,20.0
2017-04-24,diesel,120.77,57.95,20.0
2017-04-24,petrol,118.15,57.95,20.0
2017-05-01,diesel,120.78,57.95,20.0
2017-05-01,petrol,118.08,57.95,20.0
2017-05-08,diesel,119.34,57.95,20.0
2017-05-08,petrol,117.06,57.95,20.0
2017-05-15,diesel,117.65,57.95,20.0
2017-05-15,petrol,115.6,57.95,20.0
2017-05-22,diesel,117.76,57.95,20.0
2017-05-22,petrol,115.67,57.95,20.0
2017-05-29,diesel,117.88,57.95,20.0
2017-05-29,petrol,115.79,57.95,20.0
2017-06-05,diesel,117.95,57.95,20.0
2017-06-05,petrol,115.82,57.95,20.0
2017-06-12,diesel,117.76,57.95,20.0
2017-06-12,petrol,115.69,57.95,20.0
2017-06-19,diesel,117.18,57.95,20.0
2017-06-19,petrol,115.12,57.95,20.0
2017-06-26,diesel,116.26,57.95,20.0
2017-06-26,petrol,114.43,57.95,20.0
2017-07-03,diesel,115.63,57.95,20.0
2017-07-03,petrol,113.74,57.95,20.0
2017-07-10,diesel,115.29,57.95,20.0
2017-07-10,petrol,113.58,57.95,20.0
2017-07-17,diesel,115.58,57.95,20.0
2017-07-17,petrol,113.89,57.95,20.0
2017-07-24,diesel,115.73,57.95,20.0
2017-07-24,petrol,113.99,57.95,20.0
2017-07-31,diesel,115.99,57.95,20.0
2017-07-31,petrol,114.16,57.95,20.0
2017-08-07,diesel,116.64,57.95,20.0
2017-08-07,petrol,114.78,57.95,20.0
2017-08-14,diesel,117.43,57.95,20.0
2017-08-14,petrol,115.53,57.95,20.0
2017-08-21,diesel,118.05,57.95,20.0
2017-08-21,petrol,116.04,57.95,20.0
2017-08-28,diesel,118.24,57.95,20.0
2017-08-28,petrol,116.4,57.95,20.0
2017-09-04,diesel,118.77,57.95,20.0
2017-09-04,petrol,116.95,57.95,20.0
2017-09-11,diesel,119.94,57.95,20.0
2017-09-11,petrol,118.14,57.95,20.0
2017-09-18,diesel,120.59,57.95,20.0
2017-09-18,petrol,118.85,57.95,20.0
2017-09-25,diesel,120.92,57.95,20.0
2017-09-25,petrol,118.87,57.95,20.0
2017-10-02,diesel,120.37,57.95,20.0
2017-10-02,petrol,118.13,57.95,20.0
2017-10-09,diesel,120.51,57.95,20.0
2017-10-09,petrol,117.16,57.95,20.0
2017-10-16,diesel,120.42,57.95,20.0
2017-10-16,petrol,117.01,57.95,20.0
2017-10-23,diesel,120.65,57.95,20.0
2017-10-23,petrol,117.04,57.95,20.0
2017-10-30,diesel,120.63,57.95,20.0
2017-10-30,petrol,117.06,57.95,20.0
2017-11-06,diesel,121.27,57.95,20.0
2017-11-06,petrol,117.57,57.95,20.0
2017-11-13,diesel,122.69,57.95,20.0
2017-11-13,petrol,118.91,57.95,20.0
2017-11-20,diesel,123.32,57.95,20.0
2017-11-20,petrol,119.67,57.95,20.0
2017-11-27,diesel,123.79,57.95,20.0
2017-11-27,petrol,120.13,57.95,20.0
2017-12-04,diesel,123.21,57.95,20.0
2017-12-04,petrol,119.75,57.95,20.0
2017-12-11,diesel,123.69,57.95,20.0
2017-12-11,petrol,119.91,57.95,20.0
2017-12-18,diesel,123.81,57.95,20.0
2017-12-18,petrol,119.98,57.95,20.0
2017-12-25,diesel,123.43,57.95,20.0
2017-12-25,petrol,120.0,57.95,20.0
2018-01-01,diesel,123.51,57.95,20.0
2018-01-01,petrol,120.19,57.95,20.0
2018-01-08,diesel,123.97,57.95,20.0
2018-01-08,petrol,120.52,57.95,20.0
2018-01-15,diesel,124.58,57.95,20.0
2018-01-15,petrol,120.96,57.95,20.0
2018-01-22,diesel,125.07,57.95,20.0
2018-01-22,petrol,121.5,57.95,20.0
2018-01-29,diesel,125.32,57.95,20.0
2018-01-29,petrol,121.69,57.95,20.0
2018-02-05,diesel,125.36,57.95,20.0
2018-02-05,petrol,121.73,57.95,20.0
2018-02-12,diesel,125.02,57.95,20.0
2018-02-12,petrol,121.58,57.95,20.0
2018-02-19,diesel,124.18,57.95,20.0
2018-02-19,petrol,120.52,57.95,20.0
2018-02-26,diesel,123.09,57.95,20.0
2018-02-26,petrol,119.55,57.95,20.0
2018-03-05,diesel,122.92,57.95,20.0
2018-03-05,petrol,119.29,57.95,20.0
2018-03-12,diesel,122.96,57.95,20.0
2018-03-12,petrol,119.11,57.95,20.0
2018-03-19,diesel,122.84,57.95,20.0
2018-03-19,petrol,119.17,57.95,20.0
2018-03-26,diesel,122.9,57.95,20.0
2018-03-26,petrol,119.23,57.95,20.0
2018-04-02,diesel,123.05,57.95,20.0
2018-04-02,petrol,119.43,57.95,20.0
2018-04-09,diesel,123.58,57.95,20.0
2018-04-09,petrol,119.96,57.95,20.0
2018-04-16,diesel,124.29,57.95,20.0
2018-04-16,petrol,120.56,57.95,20.0
2018-04-23,diesel,125.39,57.95,20.0
2018-04-23,petrol,121.44,57.95,20.0
2018-04-30,diesel,126.01,57.95,20.0
2018-04-30,petrol,122.22,57.95,20.0
2018-05-07,diesel,126.99,57.95,20.0
2018-05-07,petrol,123.27,57.95,20.0
2018-05-14,diesel,128.28,57.95,20.0
2018-05-14,petrol,124.32,57.95,20.0
2018-05-21,diesel,130.04,57.95,20.0
2018-05-21,petrol,125.93,57.95,20.0
2018-05-28,diesel,131.66,57.95,20.0
2018-05-28,petrol,127.58,57.95,20.0
2018-06-04,diesel,132.34,57.95,20.0
2018-06-04,petrol,128.43,57.95,20.0
2018-06-11,diesel,132.62,57.95,20.0
2018-06-11,petrol,128.61,57.95,20.0
2018-06-18,diesel,131.98,57.95,20.0
2018-06-18,petrol,127.92,57.95,20.0
2018-06-25,diesel,131.27,57.95,20.0
2018-06-25,petrol,127.18,57.95,20.0
2018-07-02,diesel,130.83,57.95,20.0
2018-07-02,petrol,126.54,57.95,20.0
2018-07-09,diesel,131.53,57.95,20.0
2018-07-09,petrol,126.97,57.95,20.0
2018-07-16,diesel,131.85,57.95,20.0
2018-07-16,petrol,127.47,57.95,20.0
2018-07-23,diesel,131.9,57.95,20.0
2018-07-23,petrol,127.5,57.95,20.0
2018-07-30,diesel,131.94,57.95,20.0
2018-07-30,petrol,127.54,57.95,20.0
2018-08-06,diesel,132.39,57.95,20.0
2018-08-06,petrol,128.02,57.95,20.0
2018-08-13,diesel,132.56,57.95,20.0
2018-08-13,petrol,128.39,57.95,20.0
2018-08-20,diesel,132.97,57.95,20.0
2018-08-20,petrol,128.79,57.95,20.0
2018-08-27,diesel,133.2,57.95,20.0
2018-08-27,petrol,129.18,57.95,20.0
2018-09-03,diesel,133.67,57.95,20.0
2018-09-03,petrol,129.76,57.95,20.0
2018-09-10,diesel,134.31,57.95,20.0
2018-09-10,petrol,130.24,57.95,20.0
2018-09-17,diesel,134.57,57.95,20.0
2018-09-17,petrol,130.59,57.95,20.0
2018-09-24,diesel,134.77,57.95,20.0
2018-09-24,petrol,130.59,57.95,20.0
2018-10-01,diesel,134.86,57.95,20.0
2018-10-01,petrol,129.98,57.95,20.0
2018-10-08,diesel,135.53,57.95,20.0
2018-10-08,petrol,130.15,57.95,20.0
2018-10-15,diesel,136.63,57.95,20.0
2018-10-15,petrol,130.81,57.95,20.0
2018-10-22,diesel,136.93,57.95,20.0
2018-10-22,petrol,130.98,57.95,20.0
2018-10-29,diesel,136.99,57.95,20.0
2018-10-29,petrol,130.64,57.95,20.0
2018-11-05,diesel,137.03,57.95,20.0
2018-11-05,petrol,130.11,57.95,20.0
2018-11-12,diesel,137.08,57.95,20.0
2018-11-12,petrol,128.94,57.95,20.0
2018-11-19,diesel,136.38,57.95,20.0
2018-11-19,petrol,127.4,57.95,20.0
2018-11-26,diesel,135.43,57.95,20.0
2018-11-26,petrol,125.77,57.95,20.0
2018-12-03,diesel,134.38,57.95,20.0
2018-12-03,petrol,124.3,57.95,20.0
2018-12-10,diesel,132.5,57.95,20.0
2018-12-10,petrol,122.37,57.95,20.0
2018-12-17,diesel,131.26,57.95,20.0
2018-12-17,petrol,121.02,57.95,20.0
2018-12-24,diesel,130.91,57.95,20.0
2018-12-24,petrol,120.61,57.95,20.0
2018-12-31,diesel,130.26,57.95,20.0
2018-12-31,petrol,120.18,57.95,20.0
2019-01-07,diesel,130.33,57.95,20.0
2019-01-07,petrol,120.27,57.95,20.0
2019-01-14,diesel,129.47,57.95,20.0
2019-01-14,petrol,119.53,57.95,20.0
2019-01-21,diesel,128.92,57.95,20.0
2019-01-21,petrol,119.12,57.95,20.0
2019-01-28,diesel,129.1,57.95,20.0
2019-01-28,petrol,119.29,57.95,20.0
2019-02-04,diesel,129.13,57.95,20.0
2019-02-04,petrol,119.13,57.95,20.0
2019-02-11,diesel,129.17,57.95,20.0
2019-02-11,petrol,118.97,57.95,20.0
2019-02-18,diesel,129.23,57.95,20.0
2019-02-18,petrol,119.05,57.95,20.0
2019-02-25,diesel,129.66,57.95,20.0
2019-02-25,petrol,119.22,57.95,20.0
2019-03-04,diesel,130.25,57.95,20.0
2019-03-04,petrol,119.72,57.95,20.0
2019-03-11,diesel,130.59,57.95,20.0
2019-03-11,petrol,120.1,57.95,20.0
2019-03-18,diesel,130.85,57.95,20.0
2019-03-18,petrol,120.48,57.95,20.0
2019-03-25,diesel,131.15,57.95,20.0
2019-03-25,petrol,120.83,57.95,20.0
2019-04-01,diesel,131.48,57.95,20.0
2019-04-01,petrol,121.7,57.95,20.0
2019-04-08,diesel,132.08,57.95,20.0
2019-04-08,petrol,122.75,57.95,20.0
2019-04-15,diesel,132.96,57.95,20.0
2019-04-15,petrol,124.06,57.95,20.0
2019-04-22,diesel,133.99,57.95,20.0
2019-04-22,petrol,125.43,57.95,20.0
2019-04-29,diesel,134.6,57.95,20.0
2019-04-29,petrol,126.36,57.95,20.0
2019-05-06,diesel,135.41,57.95,20.0
2019-05-06,petrol,127.5,57.95,20.0
2019-05-13,diesel,135.36,57.95,20.0
2019-05-13,petrol,127.97,57.95,20.0
2019-05-20,diesel,135.82,57.95,20.0
2019-05-20,petrol,128.51,57.95,20.0
2019-05-27,diesel,136.45,57.95,20.0
2019-05-27,petrol,129.14,57.95,20.0
2019-06-03,diesel,136.39,57.95,20.0
2019-06-03,petrol,129.41,57.95,20.0
2019-06-10,diesel,135.4,57.95,20.0
2019-06-10,petrol,128.89,57.95,20.0
2019-06-17,diesel,133.76,57.95,20.0
2019-06-17,petrol,127.66,57.95,20.0
2019-06-24,diesel,131.81,57.95,20.0
2019-06-24,petrol,126.66,57.95,20.0
2019-07-01,diesel,131.55,57.95,20.0
2019-07-01,petrol,126.49,57.95,20.0
2019-07-08,diesel,131.68,57.95,20.0
2019-07-08,petrol,126.86,57.95,20.0
2019-07-15,diesel,131.86,57.95,20.0
2019-07-15,petrol,127.13,57.95,20.0
2019-07-22,diesel,132.21,57.95,20.0
2019-07-22,petrol,127.81,57.95,20.0
2019-07-29,diesel,132.6,57.95,20.0
2019-07-29,petrol,128.03,57.95,20.0
2019-08-05,diesel,132.61,57.95,20.0
2019-08-05,petrol,128.37,57.95,20.0
2019-08-12,diesel,132.59,57.95,20.0
2019-08-12,petrol,128.36,57.95,20.0
2019-08-19,diesel,132.6,57.95,20.0
2019-08-19,petrol,128.17,57.95,20.0
2019-08-26,diesel,132.51,57.95,20.0
2019-08-26,petrol,128.22,57.95,20.0
2019-09-02,diesel,132.29,57.95,20.0
2019-09-02,petrol,127.86,57.95,20.0
2019-09-09,diesel,131.89,57.95,20.0
2019-09-09,petrol,127.79,57.95,20.0
2019-09-16,diesel,131.35,57.95,20.0
2019-09-16,petrol,126.92,57.95,20.0
2019-09-23,diesel,131.52,57.95,20.0
2019-09-23,petrol,126.78,57.95,20.0
2019-09-30,diesel,131.83,57.95,20.0
2019-09-30,petrol,126.92,57.95,20.0
2019-10-07,diesel,131.82,57.95,20.0
2019-10-07,petrol,126.87,57.95,20.0
2019-10-14,diesel,131.89,57.95,20.0
2019-10-14,petrol,126.91,57.95,20.0
2019-10-21,diesel,131.28,57.95,20.0
2019-10-21,petrol,126.4,57.95,20.0
2019-10-28,diesel,130.6,57.95,20.0
2019-10-28,petrol,125.77,57.95,20.0
2019-11-04,diesel,130.38,57.95,20.0
2019-11-04,petrol,125.56,57.95,20.0
2019-11-11,diesel,130.42,57.95,20.0
2019-11-11,petrol,125.59,57.95,20.0
2019-11-18,diesel,130.35,57.95,20.0
2019-11-18,petrol,125.58,57.95,20.0
2019-11-25,diesel,130.08,57.95,20.0
2019-11-25,petrol,125.32,57.95,20.0
2019-12-02,diesel,129.79,57.95,20.0
2019-12-02,petrol,124.81,57.95,20.0
2019-12-09,diesel,129.79,57.95,20.0
2019-12-09,petrol,124.75,57.95,20.0
2019-12-16,diesel,129.56,57.95,20.0
2019-12-16,petrol,124.33,57.95,20.0
2019-12-23,diesel,129.81,57.95,20.0
2019-12-23,petrol,124.16,57.95,20.0
2019-12-30,diesel,130.54,57.95,20.0
2019-12-30,petrol,124.96,57.95,20.0
2020-01-06,diesel,131.56,57.95,20.0
2020-01-06,petrol,126.09,57.95,20.0
2020-01-13,diesel,132.69,57.95,20.0
2020-01-13,petrol,127.17,57.95,20.0
2020-01-20,diesel,132.74,57.95,20.0
2020-01-20,petrol,127.18,57.95,20.0
2020-01-27,diesel,132.88,57.95,20.0
2020-01-27,petrol,127.33,57.95,20.0
2020-02-03,diesel,131.48,57.95,20.0
2020-02-03,petrol,125.85,57.95,20.0
2020-02-10,diesel,129.7,57.95,20.0
2020-02-10,petrol,124.73,57.95,20.0
2020-02-17,diesel,128.2,57.95,20.0
2020-02-17,petrol,123.8,57.95,20.0
2020-02-24,diesel,127.67,57.95,20.0
2020-02-24,petrol,123.45,57.95,20.0
2020-03-02,diesel,126.62,57.95,20.0
2020-03-02,petrol,122.43,57.95,20.0
2020-03-09,diesel,126.25,57.95,20.0
2020-03-09,petrol,122.24,57.95,20.0
2020-03-16,diesel,124.36,57.95,20.0
2020-03-16,petrol,120.33,57.95,20.0
2020-03-23,diesel,123.41,57.95,20.0
2020-03-23,petrol,119.64,57.95,20.0
2020-03-30,diesel,118.6,57.95,20.0
2020-03-30,petrol,112.45,57.95,20.0
2020-04-06,diesel,116.83,57.95,20.0
2020-04-06,petrol,110.23,57.95,20.0
2020-04-13,diesel,116.15,57.95,20.0
2020-04-13,petrol,109.27,57.95,20.0
2020-04-20,diesel,115.73,57.95,20.0
2020-04-20,petrol,108.63,57.95,20.0
2020-04-27,diesel,115.22,57.95,20.0
2020-04-27,petrol,107.88,57.95,20.0
2020-05-04,diesel,114.94,57.95,20.0
2020-05-04,petrol,107.56,57.95,20.0
2020-05-11,diesel,114.83,57.95,20.0
2020-05-11,petrol,107.45,57.95,20.0
2020-05-18,diesel,112.22,57.95,20.0
2020-05-18,petrol,105.09,57.95,20.0
2020-05-25,diesel,111.7,57.95,20.0
2020-05-25,petrol,104.87,57.95,20.0
2020-06-01,diesel,111.76,57.95,20.0
2020-06-01,petrol,105.17,57.95,20.0
2020-06-08,diesel,111.98,57.95,20.0
2020-06-08,petrol,105.74,57.95,20.0
2020-06-15,diesel,112.53,57.95,20.0
2020-06-15,petrol,106.37,57.95,20.0
2020-06-22,diesel,112.98,57.95,20.0
2020-06-22,petrol,107.13,57.95,20.0
2020-06-29,diesel,114.1,57.95,20.0
2020-06-29,petrol,108.31,57.95,20.0
2020-07-06,diesel,115.05,57.95,20.0
2020-07-06,petrol,109.43,57.95,20.0
2020-07-13,diesel,116.75,57.95,20.0
2020-07-13,petrol,111.24,57.95,20.0
2020-07-20,diesel,117.35,57.95,20.0
2020-07-20,petrol,112.23,57.95,20.0
2020-07-27,diesel,117.76,57.95,20.0
2020-07-27,petrol,112.66,57.95,20.0
2020-08-03,diesel,117.97,57.95,20.0
2020-08-03,petrol,112.91,57.95,20.0
2020-08-10,diesel,118.01,57.95,20.0
2020-08-10,petrol,113.02,57.95,20.0
2020-08-17,diesel,118.0,57.95,20.0
2020-08-17,petrol,113.04,57.95,20.0
2020-08-24,diesel,118.14,57.95,20.0
2020-08-24,petrol,113.22,57.95,20.0
2020-08-31,diesel,118.18,57.95,20.0
2020-08-31,petrol,113.29,57.95,20.0
2020-09-07,diesel,118.22,57.95,20.0
2020-09-07,petrol,113.37,57.95,20.0
2020-09-14,diesel,118.18,57.95,20.0
2020-09-14,petrol,113.32,57.95,20.0
2020-09-21,diesel,118.16,57.95,20.0
2020-09-21,petrol,113.31,57.95,20.0
2020-09-28,diesel,118.14,57.95,20.0
2020-09-28,petrol,113.3,57.95,20.0
2020-10-05,diesel,118.11,57.95,20.0
2020-10-05,petrol,113.26,57.95,20.0
2020-10-12,diesel,118.05,57.95,20.0
2020-10-12,petrol,113.19,57.95,20.0
2020-10-19,diesel,118.08,57.95,20.0
2020-10-19,petrol,113.18,57.95,20.0
2020-10-26,diesel,118.08,57.95,20.0
2020-10-26,petrol,113.14,57.95,20.0
2020-11-02,diesel,118.06,57.95,20.0
2020-11-02,petrol,113.11,57.95,20.0
